#species	count
species:ncbi:51704	1
species:ncbi:220802	1
species:ncbi:273774	1
species:ncbi:134776	1
species:ncbi:365535	1
species:ncbi:356244	1
species:ncbi:334379	1
species:ncbi:319748	1
species:ncbi:106774	1
species:ncbi:436191	1
species:ncbi:27566	1
species:ncbi:64149	1
species:ncbi:138813	1
species:ncbi:496411	1
species:ncbi:189593	1
species:ncbi:214842	1
species:ncbi:66884	1
species:ncbi:113065	1
species:ncbi:557812	1
species:ncbi:362181	1
species:ncbi:133394	1
species:ncbi:233182	1
species:ncbi:536570	1
species:ncbi:410854	1
species:ncbi:121619	1
species:ncbi:39260	1
species:ncbi:390495	1
species:ncbi:106982	1
species:ncbi:265040	1
species:ncbi:55580	1
species:ncbi:419686	1
species:ncbi:72183	1
species:ncbi:331062	1
species:ncbi:63578	1
species:ncbi:253459	1
species:ncbi:261808	1
species:ncbi:435748	1
species:ncbi:369680	1
species:ncbi:329382	1
species:ncbi:555493	1
species:ncbi:282780	1
species:ncbi:32591	1
species:ncbi:148332	1
species:ncbi:346859	1
species:ncbi:477866	1
species:ncbi:53103	1
species:ncbi:171367	1
species:ncbi:119483	1
species:ncbi:3770	1
species:ncbi:191548	1
species:ncbi:216943	1
species:ncbi:439140	1
species:ncbi:236949	1
species:ncbi:142470	1
species:ncbi:46828	1
species:ncbi:155204	1
species:ncbi:168776	1
species:ncbi:124796	1
species:ncbi:70979	1
species:ncbi:173685	1
species:ncbi:56343	1
species:ncbi:306639	1
species:ncbi:426076	1
species:ncbi:78138	1
species:ncbi:490832	1
species:ncbi:327819	1
species:ncbi:115513	1
species:ncbi:120859	1
species:ncbi:441908	1
species:ncbi:71455	1
species:ncbi:374309	1
species:ncbi:400045	1
species:ncbi:347271	1
species:ncbi:103977	1
species:ncbi:365545	1
species:ncbi:376343	1
species:ncbi:158596	1
species:ncbi:119572	1
species:ncbi:246415	1
species:ncbi:371505	1
species:ncbi:67380	1
species:ncbi:168672	1
species:ncbi:3093	1
species:ncbi:80875	1
species:ncbi:54596	1
species:ncbi:246856	1
species:ncbi:135946	1
species:ncbi:114754	1
species:ncbi:469285	1
species:ncbi:410861	1
species:ncbi:85377	1
species:ncbi:458584	1
species:ncbi:332234	1
species:ncbi:441897	1
species:ncbi:104391	1
species:ncbi:345922	1
species:ncbi:61063	1
species:ncbi:173553	1
species:ncbi:213904	1
species:ncbi:269508	1
species:ncbi:394121	1
species:ncbi:102595	1
species:ncbi:427063	1
species:ncbi:48507	1
species:ncbi:43192	1
species:ncbi:366652	1
species:ncbi:240381	1
species:ncbi:82147	1
species:ncbi:342604	1
species:ncbi:45804	1
species:ncbi:204766	1
species:ncbi:375401	1
species:ncbi:86083	1
species:ncbi:10121	1
species:ncbi:104261	1
species:ncbi:243083	1
species:ncbi:135609	1
species:ncbi:383634	1
species:ncbi:554535	1
species:ncbi:402166	1
species:ncbi:29835	1
species:ncbi:91941	1
species:ncbi:179359	1
species:ncbi:9042	1
species:ncbi:42638	1
species:ncbi:99606	1
species:ncbi:272863	1
species:ncbi:75752	1
species:ncbi:131538	1
species:ncbi:44047	1
species:ncbi:169837	1
species:ncbi:292452	1
species:ncbi:70452	1
species:ncbi:282039	1
species:ncbi:156899	1
species:ncbi:489987	1
species:ncbi:507705	1
species:ncbi:291232	1
species:ncbi:352173	1
species:ncbi:292137	1
species:ncbi:265083	1
species:ncbi:458187	1
species:ncbi:360206	1
species:ncbi:337479	1
species:ncbi:57055	1
species:ncbi:358466	1
species:ncbi:56278	1
species:ncbi:165601	1
species:ncbi:34134	1
species:ncbi:67932	1
species:ncbi:88924	1
species:ncbi:369169	1
species:ncbi:202173	1
species:ncbi:346744	1
species:ncbi:157898	1
species:ncbi:35948	1
species:ncbi:497061	1
species:ncbi:300011	1
species:ncbi:154348	1
species:ncbi:381667	1
species:ncbi:253426	1
species:ncbi:289605	1
species:ncbi:390073	1
species:ncbi:260095	1
species:ncbi:298138	1
species:ncbi:273519	1
species:ncbi:265967	1
species:ncbi:448888	1
species:ncbi:206316	1
species:ncbi:57637	1
species:ncbi:58627	1
species:ncbi:529479	1
species:ncbi:35994	1
species:ncbi:334278	1
species:ncbi:127526	1
species:ncbi:281998	1
species:ncbi:114435	1
species:ncbi:69934	1
species:ncbi:63771	1
species:ncbi:136205	1
species:ncbi:138797	1
species:ncbi:228402	1
species:ncbi:110925	1
species:ncbi:42212	1
species:ncbi:296598	1
species:ncbi:256924	1
species:ncbi:176192	1
species:ncbi:195290	1
species:ncbi:508985	1
species:ncbi:473440	1
species:ncbi:221505	1
species:ncbi:53348	1
species:ncbi:131647	1
species:ncbi:280641	1
species:ncbi:61167	1
species:ncbi:245100	1
species:ncbi:352852	1
species:ncbi:361736	1
species:ncbi:91590	1
species:ncbi:183842	1
species:ncbi:117969	1
species:ncbi:140842	1
species:ncbi:175788	1
species:ncbi:302808	1
species:ncbi:95810	1
species:ncbi:230853	1
species:ncbi:355251	1
species:ncbi:226161	1
species:ncbi:47905	1
species:ncbi:179978	1
species:ncbi:292732	1
species:ncbi:47919	1
species:ncbi:78692	1
species:ncbi:243934	1
species:ncbi:198511	1
species:ncbi:298726	1
species:ncbi:384617	1
species:ncbi:264584	1
species:ncbi:109375	1
species:ncbi:217232	1
species:ncbi:146617	1
species:ncbi:208054	1
species:ncbi:290404	1
species:ncbi:243823	1
species:ncbi:202241	1
species:ncbi:87358	1
species:ncbi:439925	1
species:ncbi:106111	1
species:ncbi:238871	1
species:ncbi:178382	1
species:ncbi:361395	1
species:ncbi:388133	1
species:ncbi:342373	1
species:ncbi:406892	1
species:ncbi:76548	1
species:ncbi:73022	1
species:ncbi:27598	1
species:ncbi:85054	1
species:ncbi:413794	1
species:ncbi:351671	1
species:ncbi:388695	1
species:ncbi:230410	1
species:ncbi:282724	1
species:ncbi:408160	1
species:ncbi:319366	1
species:ncbi:164601	1
species:ncbi:191687	1
species:ncbi:171416	1
species:ncbi:158755	1
species:ncbi:344873	1
species:ncbi:115336	1
species:ncbi:342678	1
species:ncbi:51556	1
species:ncbi:179735	1
species:ncbi:85176	1
species:ncbi:105512	1
species:ncbi:428951	1
species:ncbi:356602	1
species:ncbi:389918	1
species:ncbi:52028	1
species:ncbi:166739	1
species:ncbi:209132	1
species:ncbi:52371	1
species:ncbi:360464	1
species:ncbi:247293	1
species:ncbi:42503	1
species:ncbi:525823	1
species:ncbi:218625	1
species:ncbi:50666	1
species:ncbi:66212	1
species:ncbi:180765	1
species:ncbi:165771	1
species:ncbi:228909	1
species:ncbi:137542	1
species:ncbi:317726	1
species:ncbi:146075	1
species:ncbi:119928	1
species:ncbi:351672	1
species:ncbi:263464	1
species:ncbi:91856	1
species:ncbi:36643	1
species:ncbi:200569	1
species:ncbi:306322	1
species:ncbi:319948	1
species:ncbi:135453	1
species:ncbi:116941	1
species:ncbi:75850	1
species:ncbi:6631	1
species:ncbi:265671	1
species:ncbi:357388	1
species:ncbi:265212	1
species:ncbi:88840	1
species:ncbi:204335	1
species:ncbi:226120	1
species:ncbi:100772	1
species:ncbi:304208	1
species:ncbi:79823	1
species:ncbi:369921	1
species:ncbi:331275	1
species:ncbi:33642	1
species:ncbi:439142	1
species:ncbi:290569	1
species:ncbi:346409	1
species:ncbi:76076	1
species:ncbi:292397	1
species:ncbi:222004	1
species:ncbi:126991	1
species:ncbi:40181	1
species:ncbi:58362	1
species:ncbi:23225	1
species:ncbi:247811	1
species:ncbi:498655	1
species:ncbi:111235	1
species:ncbi:242529	1
species:ncbi:63398	1
species:ncbi:241063	1
species:ncbi:166488	1
species:ncbi:123134	1
species:ncbi:5922	1
species:ncbi:31267	1
species:ncbi:143050	1
species:ncbi:429301	1
species:ncbi:359821	1
species:ncbi:259701	1
species:ncbi:507073	1
species:ncbi:160195	1
species:ncbi:132317	1
species:ncbi:221858	1
species:ncbi:12983	1
species:ncbi:237186	1
species:ncbi:42750	1
species:ncbi:357438	1
species:ncbi:46028	1
species:ncbi:473338	1
species:ncbi:55830	1
species:ncbi:124289	1
species:ncbi:332715	1
species:ncbi:112400	1
species:ncbi:247140	1
species:ncbi:135839	1
species:ncbi:535737	1
species:ncbi:85572	1
species:ncbi:254708	1
species:ncbi:170862	1
species:ncbi:28811	1
species:ncbi:87091	1
species:ncbi:439478	1
species:ncbi:73079	1
species:ncbi:394385	1
species:ncbi:45268	1
species:ncbi:425378	1
species:ncbi:299725	1
species:ncbi:334911	1
species:ncbi:270352	1
species:ncbi:49131	1
species:ncbi:143782	1
species:ncbi:152343	1
species:ncbi:543284	1
species:ncbi:467849	1
species:ncbi:209613	1
species:ncbi:145874	1
species:ncbi:454372	1
species:ncbi:328875	1
species:ncbi:376659	1
species:ncbi:118681	1
species:ncbi:274053	1
species:ncbi:285544	1
species:ncbi:205160	1
species:ncbi:46092	1
species:ncbi:391711	1
species:ncbi:471978	1
species:ncbi:97484	1
species:ncbi:106917	1
species:ncbi:199334	1
species:ncbi:411225	1
species:ncbi:53990	1
species:ncbi:316166	1
species:ncbi:183602	1
species:ncbi:247965	1
species:ncbi:30056	1
species:ncbi:156504	1
species:ncbi:377254	1
species:ncbi:247911	1
species:ncbi:75272	1
species:ncbi:252765	1
species:ncbi:391718	1
species:ncbi:283103	1
species:ncbi:48417	1
species:ncbi:33056	1
species:ncbi:260631	1
species:ncbi:88645	1
species:ncbi:448041	1
species:ncbi:149689	1
species:ncbi:282322	1
species:ncbi:54425	1
species:ncbi:540019	1
species:ncbi:51100	1
species:ncbi:224370	1
species:ncbi:126702	1
species:ncbi:269722	1
species:ncbi:204942	1
species:ncbi:414333	1
species:ncbi:396665	1
species:ncbi:347454	1
species:ncbi:114689	1
species:ncbi:60250	1
species:ncbi:106554	1
species:ncbi:128770	1
species:ncbi:179181	1
species:ncbi:96498	1
species:ncbi:88171	1
species:ncbi:42733	1
species:ncbi:284473	1
species:ncbi:239219	1
species:ncbi:460691	1
species:ncbi:211883	1
species:ncbi:94476	1
species:ncbi:30006	1
species:ncbi:122588	1
species:ncbi:180014	1
species:ncbi:264980	1
species:ncbi:116987	1
species:ncbi:95336	1
species:ncbi:61412	1
species:ncbi:447367	1
species:ncbi:386609	1
species:ncbi:94583	1
species:ncbi:162146	1
species:ncbi:145952	1
species:ncbi:240833	1
species:ncbi:46303	1
species:ncbi:264068	1
species:ncbi:78998	1
species:ncbi:183973	1
species:ncbi:346289	1
species:ncbi:58579	1
species:ncbi:315972	1
species:ncbi:391864	1
species:ncbi:225596	1
species:ncbi:365028	1
species:ncbi:436086	1
species:ncbi:400186	1
species:ncbi:198297	1
species:ncbi:231333	1
species:ncbi:531808	1
species:ncbi:360502	1
species:ncbi:153630	1
species:ncbi:248249	1
species:ncbi:314132	1
species:ncbi:235383	1
species:ncbi:152073	1
species:ncbi:64804	1
species:ncbi:294694	1
species:ncbi:40239	1
species:ncbi:4662	1
species:ncbi:420778	1
species:ncbi:110255	1
species:ncbi:360892	1
species:ncbi:299323	1
species:ncbi:371066	1
species:ncbi:112102	1
species:ncbi:102174	1
species:ncbi:316671	1
species:ncbi:124141	1
species:ncbi:424423	1
species:ncbi:312069	1
species:ncbi:57413	1
species:ncbi:184650	1
species:ncbi:526960	1
species:ncbi:235379	1
species:ncbi:126758	1
species:ncbi:387282	1
species:ncbi:110297	1
species:ncbi:168196	1
species:ncbi:310762	1
species:ncbi:463522	1
species:ncbi:56457	1
species:ncbi:129214	1
species:ncbi:244486	1
species:ncbi:412662	1
species:ncbi:260570	1
species:ncbi:307131	1
species:ncbi:286566	1
species:ncbi:116646	1
species:ncbi:411725	1
species:ncbi:332204	1
species:ncbi:80348	1
species:ncbi:88596	1
species:ncbi:472282	1
species:ncbi:110759	1
species:ncbi:249020	1
species:ncbi:62904	1
species:ncbi:330907	1
species:ncbi:157020	1
species:ncbi:173128	1
species:ncbi:550467	1
species:ncbi:361515	1
species:ncbi:191017	1
species:ncbi:459018	1
species:ncbi:292400	1
species:ncbi:270622	1
species:ncbi:146616	1
species:ncbi:51877	1
species:ncbi:77794	1
species:ncbi:371531	1
species:ncbi:126614	1
species:ncbi:87069	1
species:ncbi:34208	1
species:ncbi:52754	1
species:ncbi:366602	1
species:ncbi:298566	1
species:ncbi:230441	1
species:ncbi:40199	1
species:ncbi:481459	1
species:ncbi:268673	1
species:ncbi:74508	1
species:ncbi:547292	1
species:ncbi:461130	1
species:ncbi:4698	1
species:ncbi:399726	1
species:ncbi:78604	1
species:ncbi:531904	1
species:ncbi:248057	1
species:ncbi:10143	1
species:ncbi:180199	1
species:ncbi:343443	1
species:ncbi:136762	1
species:ncbi:59675	1
species:ncbi:4979	1
species:ncbi:95449	1
species:ncbi:325843	1
species:ncbi:400042	1
species:ncbi:46571	1
species:ncbi:283321	1
species:ncbi:234371	1
species:ncbi:203382	1
species:ncbi:140963	1
species:ncbi:45672	1
species:ncbi:49681	1
species:ncbi:43195	1
species:ncbi:55770	1
species:ncbi:83246	1
species:ncbi:268114	1
species:ncbi:254670	1
species:ncbi:329103	1
species:ncbi:30034	1
species:ncbi:165017	1
species:ncbi:258997	1
species:ncbi:433045	1
species:ncbi:37252	1
species:ncbi:126554	1
species:ncbi:435784	1
species:ncbi:271264	1
species:ncbi:159748	1
species:ncbi:237468	1
species:ncbi:379420	1
species:ncbi:204233	1
species:ncbi:172690	1
species:ncbi:309859	1
species:ncbi:39348	1
species:ncbi:120748	1
species:ncbi:172337	1
species:ncbi:156221	1
species:ncbi:86968	1
species:ncbi:132138	1
species:ncbi:490914	1
species:ncbi:72259	1
species:ncbi:414313	1
species:ncbi:200317	1
species:ncbi:493334	1
species:ncbi:316369	1
species:ncbi:293677	1
species:ncbi:378105	1
species:ncbi:472775	1
species:ncbi:82442	1
species:ncbi:90697	1
species:ncbi:402421	1
species:ncbi:154034	1
species:ncbi:331524	1
species:ncbi:478569	1
species:ncbi:200642	1
species:ncbi:418816	1
species:ncbi:23014	1
species:ncbi:466078	1
species:ncbi:393032	1
species:ncbi:208890	1
species:ncbi:63039	1
species:ncbi:313672	1
species:ncbi:165701	1
species:ncbi:74588	1
species:ncbi:302009	1
species:ncbi:188953	1
species:ncbi:317906	1
species:ncbi:101840	1
species:ncbi:116744	1
species:ncbi:88866	1
species:ncbi:287023	1
species:ncbi:141317	1
species:ncbi:35639	1
species:ncbi:190605	1
species:ncbi:507051	1
species:ncbi:45982	1
species:ncbi:434698	1
species:ncbi:282410	1
species:ncbi:108935	1
species:ncbi:108695	1
species:ncbi:164350	1
species:ncbi:290998	1
species:ncbi:379269	1
species:ncbi:290727	1
species:ncbi:207422	1
species:ncbi:330748	1
species:ncbi:223573	1
species:ncbi:177012	1
species:ncbi:308711	1
species:ncbi:4016	1
species:ncbi:46130	1
species:ncbi:336187	1
species:ncbi:143530	1
species:ncbi:372057	1
species:ncbi:61871	1
species:ncbi:151044	1
species:ncbi:480418	1
species:ncbi:151237	1
species:ncbi:227214	1
species:ncbi:44106	1
species:ncbi:207837	1
species:ncbi:267221	1
species:ncbi:50491	1
species:ncbi:44970	1
species:ncbi:106635	1
species:ncbi:402031	1
species:ncbi:235296	1
species:ncbi:80450	1
species:ncbi:59950	1
species:ncbi:13284	1
species:ncbi:202122	1
species:ncbi:166074	1
species:ncbi:194408	1
species:ncbi:83255	1
species:ncbi:304674	1
species:ncbi:371952	1
species:ncbi:309889	1
species:ncbi:117057	1
species:ncbi:119770	1
species:ncbi:229279	1
species:ncbi:218357	1
species:ncbi:321072	1
species:ncbi:414120	1
species:ncbi:83876	1
species:ncbi:500820	1
species:ncbi:134449	1
species:ncbi:200950	1
species:ncbi:334909	1
species:ncbi:30030	1
species:ncbi:5441	1
species:ncbi:249467	1
species:ncbi:162038	1
species:ncbi:131654	1
species:ncbi:363277	1
species:ncbi:39281	1
species:ncbi:56042	1
species:ncbi:211957	1
species:ncbi:416530	1
species:ncbi:328441	1
species:ncbi:125648	1
species:ncbi:173293	1
species:ncbi:559648	1
species:ncbi:183846	1
species:ncbi:340362	1
species:ncbi:115507	1
species:ncbi:73039	1
species:ncbi:225659	1
species:ncbi:337573	1
species:ncbi:228299	1
species:ncbi:462563	1
species:ncbi:35928	1
species:ncbi:206409	1
species:ncbi:156590	1
species:ncbi:437067	1
species:ncbi:159999	1
species:ncbi:180198	1
species:ncbi:95499	1
species:ncbi:86744	1
species:ncbi:218799	1
species:ncbi:425380	1
species:ncbi:292188	1
species:ncbi:88043	1
species:ncbi:400545	1
species:ncbi:468914	1
species:ncbi:389913	1
species:ncbi:189468	1
species:ncbi:119073	1
species:ncbi:93679	1
species:ncbi:147329	1
species:ncbi:219215	1
species:ncbi:238942	1
species:ncbi:362239	1
species:ncbi:185878	1
species:ncbi:77492	1
species:ncbi:407008	1
species:ncbi:94210	1
species:ncbi:155296	1
species:ncbi:471966	1
species:ncbi:194699	1
species:ncbi:245239	1
species:ncbi:75627	1
species:ncbi:197153	1
species:ncbi:175232	1
species:ncbi:45251	1
species:ncbi:574510	1
species:ncbi:309088	1
species:ncbi:462510	1
species:ncbi:168194	1
species:ncbi:115902	1
species:ncbi:94421	1
species:ncbi:69976	1
species:ncbi:459757	1
species:ncbi:212753	1
species:ncbi:396310	1
species:ncbi:38786	1
species:ncbi:435155	1
species:ncbi:75358	1
species:ncbi:94908	1
species:ncbi:51068	1
species:ncbi:294968	1
species:ncbi:256690	1
species:ncbi:367769	1
species:ncbi:36726	1
species:ncbi:61479	1
species:ncbi:41784	1
species:ncbi:462686	1
species:ncbi:395597	1
species:ncbi:155254	1
species:ncbi:153493	1
species:ncbi:8381	1
species:ncbi:246030	1
species:ncbi:44152	1
species:ncbi:92878	1
species:ncbi:261842	1
species:ncbi:90344	1
species:ncbi:37340	1
species:ncbi:91502	1
species:ncbi:214661	1
species:ncbi:239048	1
species:ncbi:226555	1
species:ncbi:101117	1
species:ncbi:460663	1
species:ncbi:294362	1
species:ncbi:91572	1
species:ncbi:393528	1
species:ncbi:448267	1
species:ncbi:511756	1
species:ncbi:38084	1
species:ncbi:478157	1
species:ncbi:178799	1
species:ncbi:72317	1
species:ncbi:60819	1
species:ncbi:8425	1
species:ncbi:244826	1
species:ncbi:158885	1
species:ncbi:190682	1
species:ncbi:319522	1
species:ncbi:78878	1
species:ncbi:110225	1
species:ncbi:122853	1
species:ncbi:30612	1
species:ncbi:182690	1
species:ncbi:200855	1
species:ncbi:45601	1
species:ncbi:201421	1
species:ncbi:458887	1
species:ncbi:47482	1
species:ncbi:112353	1
species:ncbi:72069	1
species:ncbi:254666	1
species:ncbi:302772	1
species:ncbi:30618	1
species:ncbi:34126	1
species:ncbi:231898	1
species:ncbi:328552	1
species:ncbi:156846	1
species:ncbi:241039	1
species:ncbi:251301	1
species:ncbi:364286	1
species:ncbi:60058	1
species:ncbi:198783	1
species:ncbi:541214	1
species:ncbi:242728	1
species:ncbi:337728	1
species:ncbi:427645	1
species:ncbi:325836	1
species:ncbi:311320	1
species:ncbi:334880	1
species:ncbi:35945	1
species:ncbi:441208	1
species:ncbi:455379	1
species:ncbi:71339	1
species:ncbi:46692	1
species:ncbi:69232	1
species:ncbi:232285	1
species:ncbi:441954	1
species:ncbi:299744	1
species:ncbi:271130	1
species:ncbi:401067	1
species:ncbi:451808	1
species:ncbi:319933	1
species:ncbi:139191	1
species:ncbi:265552	1
species:ncbi:122658	1
species:ncbi:90276	1
species:ncbi:64674	1
species:ncbi:36639	1
species:ncbi:194453	1
species:ncbi:209200	1
species:ncbi:373848	1
species:ncbi:293275	1
species:ncbi:371069	1
species:ncbi:307930	1
species:ncbi:230778	1
species:ncbi:100200	1
species:ncbi:196381	1
species:ncbi:120394	1
species:ncbi:443728	1
species:ncbi:113483	1
species:ncbi:293805	1
species:ncbi:307959	1
species:ncbi:173064	1
species:ncbi:119769	1
species:ncbi:150971	1
species:ncbi:33026	1
species:ncbi:44325	1
species:ncbi:327101	1
species:ncbi:470262	1
species:ncbi:129938	1
species:ncbi:113426	1
species:ncbi:402656	1
species:ncbi:329128	1
species:ncbi:228813	1
species:ncbi:116043	1
species:ncbi:36216	1
species:ncbi:200158	1
species:ncbi:160360	1
species:ncbi:49291	1
species:ncbi:35151	1
species:ncbi:183314	1
species:ncbi:114615	1
species:ncbi:188930	1
species:ncbi:474981	1
species:ncbi:310711	1
species:ncbi:168008	1
species:ncbi:373249	1
species:ncbi:355530	1
species:ncbi:44743	1
species:ncbi:188570	1
species:ncbi:304097	1
species:ncbi:279073	1
species:ncbi:29735	1
species:ncbi:184449	1
species:ncbi:476459	1
species:ncbi:54108	1
species:ncbi:428677	1
species:ncbi:28456	1
species:ncbi:385027	1
species:ncbi:320012	1
species:ncbi:244224	1
species:ncbi:306952	1
species:ncbi:53299	1
species:ncbi:198470	1
species:ncbi:201580	1
species:ncbi:432164	1
species:ncbi:213985	1
species:ncbi:301353	1
species:ncbi:71209	1
species:ncbi:269213	1
species:ncbi:56873	1
species:ncbi:136503	1
species:ncbi:2810	1
species:ncbi:299714	1
species:ncbi:249141	1
species:ncbi:198290	1
species:ncbi:51784	1
species:ncbi:230456	1
species:ncbi:60595	1
species:ncbi:409923	1
species:ncbi:553709	1
species:ncbi:257571	1
species:ncbi:176638	1
species:ncbi:400139	1
species:ncbi:145786	1
species:ncbi:51490	1
species:ncbi:482968	1
species:ncbi:236346	1
species:ncbi:449387	1
species:ncbi:544895	1
species:ncbi:571810	1
species:ncbi:367075	1
species:ncbi:218345	1
species:ncbi:202000	1
species:ncbi:256992	1
species:ncbi:289616	1
species:ncbi:70197	1
species:ncbi:32481	1
species:ncbi:128765	1
species:ncbi:312582	1
species:ncbi:162938	1
species:ncbi:346748	1
species:ncbi:231027	1
species:ncbi:212738	1
species:ncbi:344925	1
species:ncbi:475060	1
species:ncbi:90076	1
species:ncbi:321196	1
species:ncbi:358815	1
species:ncbi:280515	1
species:ncbi:265882	1
species:ncbi:41226	1
species:ncbi:114649	1
species:ncbi:253146	1
species:ncbi:403096	1
species:ncbi:110868	1
species:ncbi:371905	1
species:ncbi:198558	1
species:ncbi:448423	1
species:ncbi:187113	1
species:ncbi:509218	1
species:ncbi:349971	1
species:ncbi:316109	1
species:ncbi:479406	1
species:ncbi:478165	1
species:ncbi:49766	1
species:ncbi:31393	1
species:ncbi:361444	1
species:ncbi:6173	1
species:ncbi:150647	1
species:ncbi:282290	1
species:ncbi:202205	1
species:ncbi:58645	1
species:ncbi:95809	1
species:ncbi:336080	1
species:ncbi:500415	1
species:ncbi:208686	1
species:ncbi:133178	1
species:ncbi:394742	1
species:ncbi:443359	1
species:ncbi:46175	1
species:ncbi:573653	1
species:ncbi:27905	1
species:ncbi:29357	1
species:ncbi:118180	1
species:ncbi:332136	1
species:ncbi:316719	1
species:ncbi:127627	1
species:ncbi:107604	1
species:ncbi:480213	1
species:ncbi:170040	1
species:ncbi:342012	1
species:ncbi:183415	1
species:ncbi:388900	1
species:ncbi:566152	1
species:ncbi:99853	1
species:ncbi:379497	1
species:ncbi:83953	1
species:ncbi:164330	1
species:ncbi:184630	1
species:ncbi:59226	1
species:ncbi:78448	1
species:ncbi:443758	1
species:ncbi:247456	1
species:ncbi:273589	1
species:ncbi:419683	1
species:ncbi:192871	1
species:ncbi:105308	1
species:ncbi:172238	1
species:ncbi:369136	1
species:ncbi:89455	1
species:ncbi:148053	1
species:ncbi:382764	1
species:ncbi:322685	1
species:ncbi:199234	1
species:ncbi:162929	1
species:ncbi:472907	1
species:ncbi:411668	1
species:ncbi:154831	1
species:ncbi:114882	1
species:ncbi:137501	1
species:ncbi:55283	1
species:ncbi:97277	1
species:ncbi:349946	1
species:ncbi:291826	1
species:ncbi:127893	1
species:ncbi:58169	1
species:ncbi:554463	1
species:ncbi:133393	1
species:ncbi:67257	1
species:ncbi:346426	1
species:ncbi:513069	1
species:ncbi:72418	1
species:ncbi:317020	1
species:ncbi:140829	1
species:ncbi:195463	1
species:ncbi:156289	1
species:ncbi:389214	1
species:ncbi:39049	1
species:ncbi:82893	1
species:ncbi:232872	1
species:ncbi:474267	1
species:ncbi:174396	1
species:ncbi:246810	1
species:ncbi:439391	1
species:ncbi:184727	1
species:ncbi:113399	1
species:ncbi:303695	1
species:ncbi:265639	1
species:ncbi:467083	1
species:ncbi:56116	1
species:ncbi:232290	1
species:ncbi:200030	1
species:ncbi:162324	1
species:ncbi:427548	1
species:ncbi:152182	1
species:ncbi:286534	1
species:ncbi:302391	1
species:ncbi:139187	1
species:ncbi:429320	1
species:ncbi:500627	1
species:ncbi:39569	1
species:ncbi:355825	1
species:ncbi:145410	1
species:ncbi:190572	1
species:ncbi:128414	1
species:ncbi:70297	1
species:ncbi:34328	1
species:ncbi:74487	1
species:ncbi:224495	1
species:ncbi:506908	1
species:ncbi:586386	1
species:ncbi:48096	1
species:ncbi:457182	1
species:ncbi:65963	1
species:ncbi:191324	1
species:ncbi:9351	1
species:ncbi:292790	1
species:ncbi:48928	1
species:ncbi:106538	1
species:ncbi:159614	1
species:ncbi:291629	1
species:ncbi:101765	1
species:ncbi:330490	1
species:ncbi:298723	1
species:ncbi:193308	1
species:ncbi:196748	1
species:ncbi:98756	1
species:ncbi:90262	1
species:ncbi:66184	1
species:ncbi:309331	1
species:ncbi:155166	1
species:ncbi:480604	1
species:ncbi:43498	1
species:ncbi:380494	1
species:ncbi:175770	1
species:ncbi:152217	1
species:ncbi:257799	1
species:ncbi:313104	1
species:ncbi:143051	1
species:ncbi:303927	1
species:ncbi:246021	1
species:ncbi:117217	1
species:ncbi:48277	1
species:ncbi:235747	1
species:ncbi:169536	1
species:ncbi:544571	1
species:ncbi:177659	1
species:ncbi:38836	1
species:ncbi:175937	1
species:ncbi:344074	1
species:ncbi:320845	1
species:ncbi:531435	1
species:ncbi:107276	1
species:ncbi:435660	1
species:ncbi:33427	1
species:ncbi:467879	1
species:ncbi:455251	1
species:ncbi:258806	1
species:ncbi:120226	1
species:ncbi:357084	1
species:ncbi:304211	1
species:ncbi:63215	1
species:ncbi:130722	1
species:ncbi:397539	1
species:ncbi:334118	1
species:ncbi:286327	1
species:ncbi:93161	1
species:ncbi:122254	1
species:ncbi:288828	1
species:ncbi:304687	1
species:ncbi:352495	1
species:ncbi:317233	1
species:ncbi:254713	1
species:ncbi:61092	1
species:ncbi:167213	1
species:ncbi:45285	1
species:ncbi:462256	1
species:ncbi:217215	1
species:ncbi:187463	1
species:ncbi:104591	1
species:ncbi:468081	1
species:ncbi:94480	1
species:ncbi:208997	1
species:ncbi:271359	1
species:ncbi:87466	1
species:ncbi:320832	1
species:ncbi:435794	1
species:ncbi:452651	1
species:ncbi:161871	1
species:ncbi:120411	1
species:ncbi:64571	1
species:ncbi:388477	1
species:ncbi:324887	1
species:ncbi:348714	1
species:ncbi:2366	1
species:ncbi:404583	1
species:ncbi:316957	1
species:ncbi:201536	1
species:ncbi:168771	1
species:ncbi:433357	1
species:ncbi:158452	1
species:ncbi:175841	1
species:ncbi:299728	1
species:ncbi:402165	1
species:ncbi:293756	1
species:ncbi:176187	1
species:ncbi:248246	1
species:ncbi:219582	1
species:ncbi:255211	1
species:ncbi:169045	1
species:ncbi:290535	1
species:ncbi:255792	1
species:ncbi:283657	1
species:ncbi:138585	1
species:ncbi:190570	1
species:ncbi:86193	1
species:ncbi:115702	1
species:ncbi:164310	1
species:ncbi:501997	1
species:ncbi:243955	1
species:ncbi:75893	1
species:ncbi:264583	1
species:ncbi:97165	1
species:ncbi:411556	1
species:ncbi:95811	1
species:ncbi:128044	1
species:ncbi:227239	1
species:ncbi:126173	1
species:ncbi:313370	1
species:ncbi:189937	1
species:ncbi:254365	1
species:ncbi:361514	1
species:ncbi:239599	1
species:ncbi:80795	1
species:ncbi:476161	1
species:ncbi:89185	1
species:ncbi:50017	1
species:ncbi:264963	1
species:ncbi:301163	1
species:ncbi:192216	1
